Jan 05, 2021 9:51:24 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock C:\Users\fangwainam\WIF3006_OSGI_Project\karaf-runtime\lock
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 05, 2021 9:51:24 AM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2021-01-05T09:51:25,325 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 6 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.7 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2021-01-05T09:51:27,297 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.aries.jmx.whiteboard/1.2.0
2021-01-05T09:51:27,305 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.karaf.instance.core/4.2.10
2021-01-05T09:51:27,333 | INFO  | features-3-thread-1 | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Registering commands for bundle org.apache.karaf.instance.core/4.2.10
2021-01-05T09:51:27,335 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.karaf.service.core/4.2.10
2021-01-05T09:51:27,344 | INFO  | features-3-thread-1 | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Registering commands for bundle org.apache.karaf.service.core/4.2.10
2021-01-05T09:51:27,345 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   org.apache.karaf.event/4.2.10
2021-01-05T09:51:27,354 | INFO  | features-3-thread-1 | CommandExtension                 | 36 - org.apache.karaf.shell.core - 4.2.10 | Registering commands for bundle org.apache.karaf.event/4.2.10
2021-01-05T09:51:27,355 | INFO  | features-3-thread-1 | Activator                        | 20 - org.apache.karaf.deployer.features - 4.2.10 | Deployment finished. Registering FeatureDeploymentListener
2021-01-05T09:51:27,410 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 | Done.
2021-01-05T09:51:29,396 | INFO  | activator-1-thread-1 | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:29,397 | INFO  | activator-1-thread-1 | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:29,399 | INFO  | activator-1-thread-1 | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:29,399 | INFO  | activator-1-thread-1 | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:29,400 | INFO  | activator-1-thread-1 | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:29,400 | INFO  | activator-1-thread-1 | core                             | 15 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@5895383b with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=06cf52f4-6bd6-4975-a82b-f000785e39c5
2021-01-05T09:51:39,523 | INFO  | pipe-feature:install pax-jsf-support | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 | Adding features: pax-jsf-support/[7.2.19,7.2.19]
2021-01-05T09:51:39,986 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 | Changes to perform:
2021-01-05T09:51:39,987 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   Region: root
2021-01-05T09:51:39,989 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |     Bundles to install:
2021-01-05T09:51:39,989 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:javax.annotation/javax.annotation-api/1.3
2021-01-05T09:51:39,989 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:javax.el/javax.el-api/3.0.0
2021-01-05T09:51:39,989 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:javax.enterprise/cdi-api/1.2
2021-01-05T09:51:39,990 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:javax.interceptor/javax.interceptor-api/1.2
2021-01-05T09:51:39,990 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:javax.servlet/javax.servlet-api/3.1.0
2021-01-05T09:51:39,990 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:javax.validation/validation-api/1.1.0.Final
2021-01-05T09:51:39,990 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:javax.websocket/javax.websocket-api/1.1
2021-01-05T09:51:39,990 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.aries.spifly/org.apache.aries.spifly.dynamic.bundle/1.2.4
2021-01-05T09:51:39,991 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:commons-codec/commons-codec/1.11
2021-01-05T09:51:39,991 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:commons-collections/commons-collections/3.2.2
2021-01-05T09:51:39,991 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:commons-beanutils/commons-beanutils/1.9.4
2021-01-05T09:51:39,991 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.felix/org.apache.felix.scr/2.1.24
2021-01-05T09:51:39,991 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.geronimo.specs/geronimo-jaspic_1.0_spec/1.1
2021-01-05T09:51:39,991 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.geronimo.specs/geronimo-jta_1.1_spec/1.1.1
2021-01-05T09:51:39,992 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.scr/org.apache.karaf.scr.management/4.2.10
2021-01-05T09:51:39,992 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.karaf.scr/org.apache.karaf.scr.state/4.2.10
2021-01-05T09:51:39,992 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.myfaces.core/myfaces-api/2.2.12
2021-01-05T09:51:39,992 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.myfaces.core/myfaces-impl/2.2.12
2021-01-05T09:51:39,992 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.commons-digester/1.8_4
2021-01-05T09:51:39,992 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.javax-inject/1_2
2021-01-05T09:51:39,993 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.xbean/xbean-bundleutils/4.17
2021-01-05T09:51:39,993 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.apache.xbean/xbean-finder/4.17
2021-01-05T09:51:39,993 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jdt.core.compiler/ecj/4.5.1
2021-01-05T09:51:39,993 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-client/9.4.31.v20200723
2021-01-05T09:51:39,994 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-continuation/9.4.31.v20200723
2021-01-05T09:51:39,994 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-deploy/9.4.31.v20200723
2021-01-05T09:51:39,994 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-http/9.4.31.v20200723
2021-01-05T09:51:39,994 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-io/9.4.31.v20200723
2021-01-05T09:51:39,994 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jaas/9.4.31.v20200723
2021-01-05T09:51:39,994 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jmx/9.4.31.v20200723
2021-01-05T09:51:39,995 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jndi/9.4.31.v20200723
2021-01-05T09:51:39,995 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-plus/9.4.31.v20200723
2021-01-05T09:51:39,995 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-proxy/9.4.31.v20200723
2021-01-05T09:51:39,995 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-rewrite/9.4.31.v20200723
2021-01-05T09:51:39,995 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-security/9.4.31.v20200723
2021-01-05T09:51:39,995 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-jaspi/9.4.31.v20200723
2021-01-05T09:51:39,996 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-server/9.4.31.v20200723
2021-01-05T09:51:39,996 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-servlet/9.4.31.v20200723
2021-01-05T09:51:39,996 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-servlets/9.4.31.v20200723
2021-01-05T09:51:39,996 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-util/9.4.31.v20200723
2021-01-05T09:51:39,997 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-util-ajax/9.4.31.v20200723
2021-01-05T09:51:39,997 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-webapp/9.4.31.v20200723
2021-01-05T09:51:39,997 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-api/9.4.31.v20200723
2021-01-05T09:51:39,997 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-client/9.4.31.v20200723
2021-01-05T09:51:39,997 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-common/9.4.31.v20200723
2021-01-05T09:51:39,997 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/javax-websocket-client-impl/9.4.31.v20200723
2021-01-05T09:51:39,998 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/javax-websocket-server-impl/9.4.31.v20200723
2021-01-05T09:51:39,998 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-server/9.4.31.v20200723
2021-01-05T09:51:39,998 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty.websocket/websocket-servlet/9.4.31.v20200723
2021-01-05T09:51:39,998 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.eclipse.jetty/jetty-xml/9.4.31.v20200723
2021-01-05T09:51:39,998 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm/8.0.1
2021-01-05T09:51:39,998 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm-commons/8.0.1
2021-01-05T09:51:39,999 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ow2.asm/asm-tree/8.0.1
2021-01-05T09:51:39,999 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.url/pax-url-war/2.6.2/jar/uber
2021-01-05T09:51:39,999 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-api/7.2.19
2021-01-05T09:51:39,999 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-deployer/7.2.19
2021-01-05T09:51:39,999 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-descriptor/7.2.19
2021-01-05T09:51:39,999 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-extender-war/7.2.19
2021-01-05T09:51:40,000 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-extender-whiteboard/7.2.19
2021-01-05T09:51:40,000 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-jetty/7.2.19
2021-01-05T09:51:40,000 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-jsp/7.2.19
2021-01-05T09:51:40,000 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-runtime/7.2.19
2021-01-05T09:51:40,000 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.ops4j.pax.web/pax-web-spi/7.2.19
2021-01-05T09:51:40,001 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.osgi/org.osgi.util.function/1.0.0
2021-01-05T09:51:40,001 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |       mvn:org.osgi/org.osgi.util.promise/1.0.0
2021-01-05T09:51:40,001 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 | Installing bundles:
2021-01-05T09:51:40,002 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:javax.annotation/javax.annotation-api/1.3
2021-01-05T09:51:40,006 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:javax.el/javax.el-api/3.0.0
2021-01-05T09:51:40,011 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:javax.enterprise/cdi-api/1.2
2021-01-05T09:51:40,016 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:javax.interceptor/javax.interceptor-api/1.2
2021-01-05T09:51:40,035 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:javax.servlet/javax.servlet-api/3.1.0
2021-01-05T09:51:40,041 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:javax.validation/validation-api/1.1.0.Final
2021-01-05T09:51:40,045 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:javax.websocket/javax.websocket-api/1.1
2021-01-05T09:51:40,050 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.aries.spifly/org.apache.aries.spifly.dynamic.bundle/1.2.4
2021-01-05T09:51:40,057 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:commons-codec/commons-codec/1.11
2021-01-05T09:51:40,064 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:commons-collections/commons-collections/3.2.2
2021-01-05T09:51:40,072 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:commons-beanutils/commons-beanutils/1.9.4
2021-01-05T09:51:40,078 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.felix/org.apache.felix.scr/2.1.24
2021-01-05T09:51:40,084 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.geronimo.specs/geronimo-jaspic_1.0_spec/1.1
2021-01-05T09:51:40,089 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.geronimo.specs/geronimo-jta_1.1_spec/1.1.1
2021-01-05T09:51:40,094 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.karaf.scr/org.apache.karaf.scr.management/4.2.10
2021-01-05T09:51:40,099 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.karaf.scr/org.apache.karaf.scr.state/4.2.10
2021-01-05T09:51:40,104 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.myfaces.core/myfaces-api/2.2.12
2021-01-05T09:51:40,116 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.myfaces.core/myfaces-impl/2.2.12
2021-01-05T09:51:40,133 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.commons-digester/1.8_4
2021-01-05T09:51:40,139 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.javax-inject/1_2
2021-01-05T09:51:40,145 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.xbean/xbean-bundleutils/4.17
2021-01-05T09:51:40,150 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.apache.xbean/xbean-finder/4.17
2021-01-05T09:51:40,156 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jdt.core.compiler/ecj/4.5.1
2021-01-05T09:51:40,171 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-client/9.4.31.v20200723
2021-01-05T09:51:40,179 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-continuation/9.4.31.v20200723
2021-01-05T09:51:40,183 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-deploy/9.4.31.v20200723
2021-01-05T09:51:40,190 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-http/9.4.31.v20200723
2021-01-05T09:51:40,196 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-io/9.4.31.v20200723
2021-01-05T09:51:40,202 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-jaas/9.4.31.v20200723
2021-01-05T09:51:40,207 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-jmx/9.4.31.v20200723
2021-01-05T09:51:40,212 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-jndi/9.4.31.v20200723
2021-01-05T09:51:40,217 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-plus/9.4.31.v20200723
2021-01-05T09:51:40,223 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-proxy/9.4.31.v20200723
2021-01-05T09:51:40,230 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-rewrite/9.4.31.v20200723
2021-01-05T09:51:40,236 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-security/9.4.31.v20200723
2021-01-05T09:51:40,242 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-jaspi/9.4.31.v20200723
2021-01-05T09:51:40,249 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-server/9.4.31.v20200723
2021-01-05T09:51:40,256 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-servlet/9.4.31.v20200723
2021-01-05T09:51:40,262 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-servlets/9.4.31.v20200723
2021-01-05T09:51:40,268 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-util/9.4.31.v20200723
2021-01-05T09:51:40,284 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-util-ajax/9.4.31.v20200723
2021-01-05T09:51:40,292 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty/jetty-webapp/9.4.31.v20200723
2021-01-05T09:51:40,299 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty.websocket/websocket-api/9.4.31.v20200723
2021-01-05T09:51:40,304 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.10 |   mvn:org.eclipse.jetty.websocket/websocket-client/9.4.31.v20200723
